Supplier Code,Product ID #,Product Name,Product Description,Imprint Size,Color Name,Color Value,Inventory Level,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code
GEM,101672-088,W&P Drink Through Insulated Ceramic Bottle -20 oz Charcoal,Charcoal,,2921,,,,,,,,,,,,,,,,,,,,
GEM,101672-274,W&P Drink Through Insulated Ceramic Bottle -20 oz Cream,Cream,,2760,,,,,,,,,,,,,,,,,,,,
GEM,101673,Osprey Daylite® Hanging Toiletry Kit,Easy to use hanging organizer for toiletries and travel essentials. Interior liner for convenient cleanup and secure zip pockets to help keep items separate. Backed by Osprey’s All Mighty Guarantee.,,,,,12,24,40.5,S,25,49,38.2,S,50,99,36.38,S,100,200,34.98,S
GEM,101673-001,Osprey Daylite® Hanging Toiletry Kit Black,Black,,0,,,,,,,,,,,,,,,,,,,,
GEM,101675,W&P Insulated Ceramic Tumbler -20 oz,"Edge-to-edge ceramic coating ensures liquids never touch metal for a pure, clean sip with zero metallic aftertaste. Double-walled, vacuum-insulated stainless steel core keeps tea hot and refreshing water chilled for hours. Splash resistant sliding drink-through lid for easy sipping anywhere, anytime.",,,,,25,49,64.68,P,50,99,55.47,Q,100,299,44.7,S,300,600,42.98,S
GEM,101675-088,W&P Insulated Ceramic Tumbler -20 oz Charcoal,Charcoal,,1333,,,,,,,,,,,,,,,,,,,,
GEM,101675-274,W&P Insulated Ceramic Tumbler -20 oz Cream,Cream,,1247,,,,,,,,,,,,,,,,,,,,
GEM,101676,W&P Peak Crystal Gem Ice Mold,"This mold makes one 2-1/2"" large ice gem, perfect for your favorite spirit or cocktail. The innovative design features a sloped internal mold to create a seamless crystal block, as well as a flexible two-piece silicone construction for easy release of the ice crystal.",,,,,25,49,27.06,P,50,99,23.21,Q,100,299,18.7,S,300,600,17.98,S
GEM,101676-088,W&P Peak Crystal Gem Ice Mold Charcoal,Charcoal,,963,,,,,,,,,,,,,,,,,,,,
GEM,101678,W&P You're a Gem Cocktail Gift Set,"Celebrate downtime with this unique Happy Hour gift set that includes the glass and a gem mold. Just add your favorite cocktail and enjoy. This mold makes one 2-1/2"" large ice gem. The innovative design features a sloped internal mold to create a seamless crystal block, as well as a flexible two-piece silicone construction for easy release of the ice crystal.",,,,,25,49,67.69,P,50,99,58.05,Q,100,299,46.78,S,300,600,44.98,S
GEM,101678-088,W&P You're a Gem Cocktail Gift Set Charcoal,Charcoal,,683,,,,,,,,,,,,,,,,,,,,
GEM,101679,W&P  Ball of Fun Gift Set,Celebrate downtime with this unique Happy Hour gift set that includes the glass and a sphere ice ball mold.,,,,,25,49,67.69,P,50,99,58.05,Q,100,299,46.78,S,300,600,44.98,S
GEM,101679-088,W&P  Ball of Fun Gift Set Charcoal,Charcoal,,683,,,,,,,,,,,,,,,,,,,,
GEM,101682,Sharpie® Mini Accessory - Silver Carabiner,Carabiner must be purchased with Sharpie Mini #100854. Sharpie Mini sold separately,,,,,200,499,0.82,P,500,999,0.82,P,1000,2499,0.82,P,2500,5000,0.82,P
GEM,101682-040,Sharpie® Mini Accessory - Silver Carabiner Metallic Silver,Metallic Silver,,0,,,,,,,,,,,,,,,,,,,,
GEM,101690,Cuisinart® Aluminum Folding Prep Table,"The Cuisinart Aluminum Folding Table is perfect for the beach, campsite, or tailgate. The compact design and included travel tote make the table ideal for on-the-go activities. The no-hardware assembly and 4-piece design allow the table to be set up in seconds. The 20"" x 20"" table surface is the perfect size for small portable grills and heaters, as well as camp stoves",,,,,6,24,86.8,V,25,49,81.89,V,50,99,77.99,V,100,200,74.99,V
GEM,101690-131,Cuisinart® Aluminum Folding Prep Table Silver,Silver,,201,,,,,,,,,,,,,,,,,,,,
GEM,101692,Cuisinart® BBQ Grill Chef Apron & Towel Set,"The Cuisinart BBQ Apron and Towel Set offers the griller both functionality and comfort. Customize to the perfect fit with the adjustable neck strap and tie waistband. Keep tools, condiments, and other accessories in the deep front pockets for quick and easy access while grilling. ADJUSTABLE SIZE: Adjustable neck and back straps makes for a customized fit specifically for you! Waist straps measure 40 inches per strap.",,,,,6,24,38.18,V,25,49,36.02,V,50,99,34.31,V,100,200,32.99,V
GEM,101692-001,Cuisinart® BBQ Grill Chef Apron & Towel Set Black,Black,,478,,,,,,,,,,,,,,,,,,,,
GEM,101693,Cuisinart® 4-Piece Folding Grill Tool Set,"The Cuisinart 4-Piece Folding Grill Tool Set is the perfect set for a picnic,  camping, tailgating, or at home. The tools feature an easy-to-use push pin design that makes folding and opening the tools effortless. Other grill tools can be long and clunky and take up too much drawer space. The Cuisinart 4-Piece Folding Grill Tool Set includes a stylish carrying case that is compact and easy to store.",,,,,6,24,57.86,V,25,49,54.59,V,50,99,51.99,V,100,200,49.99,V
GEM,101693-074,Cuisinart® 4-Piece Folding Grill Tool Set Charcoal,Charcoal,,175,,,,,,,,,,,,,,,,,,,,
GEM,101699,Pop Culture Gourmet Gift Set,Our favorite Pop Star Personal Mini Popper combined with candy is a first action take!,,,,,50,99,39.32,P,100,299,34.7,Q,300,499,30.88,R,500,1000,29.98,R
GEM,101699-001,Pop Culture Gourmet Gift Set Black,Black,,1445,,,,,,,,,,,,,,,,,,,,
GEM,101699-610,Pop Culture Gourmet Gift Set Red,Red,,1445,,,,,,,,,,,,,,,,,,,,
GEM,101703,Slowtide® Turkish Cotton Towel,Light & easy. These 100% cotton turkish towels are the perfect grab-and-go for any destination. Pretty enough to use as a home accent and practical enough to use as a beach blanket. Dries 3X faster than a standard cotton towel. Softer and more absorbent with every wash.,,,,,8,24,69.2,P,25,49,59.35,Q,50,99,47.82,S,100,200,45.98,S
GEM,101703-890,Slowtide® Turkish Cotton Towel Zoey,Zoey,,230,,,,,,,,,,,,,,,,,,,,
GEM,101712,Out of The Woods® Seagull Mini Cooler,"All Out of the Woods products feature our signature Supernatural Paper®. It’s sustainable, vegan, and even washable. This item is also FSC®-certified (FSC® C153080) ensuring it comes from responsibly managed forests that provide environmental, social, and economic benefits. The mini version of our most versatile Seagull Cooler.",,,,,12,24,55.65,P,25,49,47.73,Q,50,99,38.46,S,100,200,36.98,S
GEM,101712-130,Out of The Woods® Seagull Mini Cooler Stone,Stone,,1393,,,,,,,,,,,,,,,,,,,,
GEM,101716,New Balance® Athletics LG Sling Bag,"A comfortable, carry-all sling bag with easy storage and organization",,,,,12,24,67.71,P,25,49,58.07,Q,50,99,46.8,S,100,200,45,S
GEM,101716-001,New Balance® Athletics LG Sling Bag Black,Black,,1651,,,,,,,,,,,,,,,,,,,,
GEM,101716-417,New Balance® Athletics LG Sling Bag Navy Blue,Navy Blue,,2798,,,,,,,,,,,,,,,,,,,,
GEM,101717,New Balance® Athletics Duffel Bag,The Athletics Duffel Bag is the perfect storage option for your day-to-day activities or a weekend getaway.,,,,,8,24,90.29,P,25,49,77.43,Q,50,99,62.4,S,100,200,60,S
GEM,101717-001,New Balance® Athletics Duffel Bag Black,Black,,2738,,,,,,,,,,,,,,,,,,,,
GEM,101717-417,New Balance® Athletics Duffel Bag Navy Blue,Navy Blue,,2557,,,,,,,,,,,,,,,,,,,,
GEM,101718,New Balance® Classic Backpack,"Whether you're headed to work or school, the Classic Backpack is perfect for your day-to-day activities",,,,,8,24,75.24,P,25,49,64.53,Q,50,99,52,S,100,200,50,S
GEM,101718-001,New Balance® Classic Backpack Black,Black,,2572,,,,,,,,,,,,,,,,,,,,
GEM,101718-417,New Balance® Classic Backpack Navy Blue,Navy Blue,,2898,,,,,,,,,,,,,,,,,,,,
GEM,101719,New Balance® Cord Backpack,A backpack for everyday use.,,,,,8,24,75.24,P,25,49,64.53,Q,50,99,52,S,100,200,50,S
GEM,101719-001,New Balance® Cord Backpack Black,Black,,2404,,,,,,,,,,,,,,,,,,,,
GEM,101719-417,New Balance® Cord Backpack Navy Blue,Navy Blue,,2796,,,,,,,,,,,,,,,,,,,,
GEM,101720,New Balance® Logo Round Backpack,Classic backpack for everyday use,,,,,12,24,60.19,P,25,49,51.62,Q,50,99,41.6,S,100,200,40,S
GEM,101720-001,New Balance® Logo Round Backpack Black,Black,,1742,,,,,,,,,,,,,,,,,,,,
GEM,101720-417,New Balance® Logo Round Backpack Navy Blue,Navy Blue,,2749,,,,,,,,,,,,,,,,,,,,
GEM,101720-430,New Balance® Logo Round Backpack Royal Blue,Royal Blue,,2973,,,,,,,,,,,,,,,,,,,,
GEM,101721,New Balance® Sling Bag,A stylish everyday sling bag that is the perfect storage option for your day-to-day activities.,,,,,25,49,30.1,P,50,99,25.81,Q,100,299,20.8,S,300,600,20,S
GEM,101721-001,New Balance® Sling Bag Black,Black,,186,,,,,,,,,,,,,,,,,,,,
GEM,101721-417,New Balance® Sling Bag Navy Blue,Navy Blue,,2533,,,,,,,,,,,,,,,,,,,,
GEM,101723,MiiR® TruEnamel™ Camp Cup - 12 Oz.,"The Traveling Mixologist Kit includes 7 essential tools: a 2-piece shaker cup, shot measure jigger, muddler, mixing spoon, strainer, wine opener and bottle opener. TruEnamel™ coating process brings first-of-its-kind innovation with a familiar feeling. Does not absorb flavors, especially ideal for coffee or tea drinkers. 12 oz. capacity",,,,,12,24,57.16,P,25,49,49.02,Q,50,99,39.5,S,100,200,37.98,S
GEM,101723-001,MiiR® TruEnamel™ Camp Cup - 12 Oz. Black,Black,,751,,,,,,,,,,,,,,,,,,,,
GEM,101724,MiiR® TruEnamel™ Tumbler - 12 Oz.,TruEnamel™ Tumbler by MiiR® is made with fired-glass enamel to provide an ultra-smooth drinking surface for the true coffee aficionado. Every MiiR product sold helps fund transparent giving projects. MiiR gives at least 1% of revenue to nonprofit organizations whose work empowers communities while benefiting the health of their natural environments. 12 oz. capacity,,,,,12,24,49.63,P,25,49,42.57,Q,50,99,34.3,S,100,200,32.98,S
GEM,101724-001,MiiR® TruEnamel™ Tumbler - 12 Oz. Black,Black,,694,,,,,,,,,,,,,,,,,,,,
GEM,101725,Cuisinart® Bamboo 13 PC Grill Tool Set,"Delight your favorite grill master with a complete arsenal of tools to handle every outdoor cooking job. A great gift for the homeowner, sports grill lover, this 13-piece collection from Cuisinart® comes in a durable storage case that keeps everything organized and ready to go to campsites, barbecues and tailgate parties.",,,,,8,24,72.91,V,25,49,68.78,V,50,99,65.51,V,100,200,62.99,V
GEM,101725-231,Cuisinart® Bamboo 13 PC Grill Tool Set Bamboo,Bamboo,,220,,,,,,,,,,,,,,,,,,,,
GEM,101736,Soundpro Waterproof Magnetic Speaker,"Strong magnets make it easy to attach to golf carts, beach and camping tents, and other outdoor spaces. Protection and non-skid feature from built-in silicone around corners and sides. IPX-6 waterproof protection against water splashes. Max output power: 5 watts. Includes Lithium battery. Gift box dimensions: 8.5""L x 3.3""H x 1.6"" W.",,,,,8,24,83.32,P,25,49,71.46,Q,50,99,62.38,R,100,200,59.98,R
GEM,101736-001,Soundpro Waterproof Magnetic Speaker Black,Black,,1824,,,,,,,,,,,,,,,,,,,,
GEM,101782,VSSL Camp Supplies 2.0,"Camp Supplies II keeps critical survival gear at hand while incorporating everyday tools that enhance outdoor safety and preparedness. Built from water resistant, indestructible military-grade aluminum, Camp Supplies II carries over 50 pieces of proven gear in stackable, organized aluminum tins — so you can do everything from lighting the trail ahead to starting a campfire.",,,,,6,24,173.63,S,25,49,163.8,S,50,99,156,S,100,200,150,S
GEM,101782-001,VSSL Camp Supplies 2.0 Black,Black,,207,,,,,,,,,,,,,,,,,,,,
GEM,101783,VSSL Mini Stash Speaker,"The Mini Stash Speaker combines water-resistant, indestructible military-grade aluminum materials with the a wireless Speaqua Bluetooth® speaker end caps and our versatile Flip Carabine. Water-resistant and Low profile split flip carabiner with magnetic closure – fits any VSSL cylinder. Includes a retail box (3.5""L x 6.875""H x 3.2""W).",,,,,6,24,133.11,S,25,49,125.58,S,50,99,119.6,S,100,200,115,S
GEM,101783-001,VSSL Mini Stash Speaker Black,Black,,312,,,,,,,,,,,,,,,,,,,,
GEM,101784,VSSL Java Coffee Grinder,"The JAVA Grinder is a premium, ultra-durable, portable hand coffee grinder made for caffeine fueled outdoor enthusiasts. JAVA’s high-end construction and first-class components are designed to deliver exceptional coffee, no matter where the road may lead. Grind capacity approximately 20 grams.",,,,,6,24,190.99,S,25,49,180.18,S,50,99,171.6,S,100,200,165,S
GEM,101784-100,VSSL Java Coffee Grinder White,White,,73,,,,,,,,,,,,,,,,,,,,
GEM,101788,Pizza Lovers Gourmet Gift Set,"No need to head to the Windy City for classic pizza – DIY it at home! This Chicago Classic Pizza kit contains the sauce and seasoning needed for a delicious pizza, just add the dough. The sauce is slow-simmered to highlight the sweetness of fresh tomatoes and notes of garlic, herbs and spices. The Herbalicious seasoning will elevate your pizza game with this scrumptious combo of garlic & herb.",,,,,12,24,24.98,S
GEM,101788-001,Pizza Lovers Gourmet Gift Set Black,Black,,132,,,,,,,,,,,,,,,,,,,,
GEM,101788-101,Pizza Lovers Gourmet Gift Set Natural,Natural,,132,,,,,,,,,,,,,,,,,,,,
GEM,101795,VSSL Insulated Flask,"The Insulated Flask incorporates a durable stainless-steel double walled insulated 8 oz flask with a patent pending leak-proof double port drinking cap and a knurled military grade end cap attached to the base. Highly durable, corrosion & oxidation resistant flask. With an 8 fluid oz liquid capacity.",,,,,6,24,104.18,S,25,49,98.28,S,50,99,93.6,S,100,200,90,S
GEM,101795-001,VSSL Insulated Flask Black,Black,,111,,,,,,,,,,,,,,,,,,,,
GEM,101796,Moleskine® Hard Cover Large 12-Month Weekly 2023 Planner and GO Pen Gift Set,This gift set includes one Hard Cover Large 12-Month Weekly 2023 Planner and one GO Pen packaged in a two-piece Moleskine gift box. Gift box dimensions: 7.25L 8.625H 0.875W.,,,,,12,24,57.16,P,25,49,49.02,Q,50,99,39.5,S,100,200,37.98,S
GEM,101796-001,Moleskine® Hard Cover Large 12-Month Weekly 2023 Planner and GO Pen Gift Set Black,Black,,182,,,,,,,,,,,,,,,,,,,,
GEM,101798,Moleskine® Pocket Notebook and Kaweco Pen Gift Set,The Classic Notebook & Kaweco Pen Set makes the perfect gift for all the scribblers and scribes in your life. Kaweco is an historic German company that has been producing quality pens since 1883 with a distinctive design. Standard size high quality refill made in metal with Black Ink. This gift set includes one Hard Cover Ruled Pocket Notebook and one Moleskine x Kaweco Rollerball Pen packaged in a two-piece Moleskine gift box.,,,,,8,24,72.21,P,25,49,61.93,Q,50,99,49.9,S,100,200,47.98,S
GEM,101798-001,Moleskine® Pocket Notebook and Kaweco Pen Gift Set Black,Black,,1231,,,,,,,,,,,,,,,,,,,,
GEM,101799,Moleskine® Medium Notebook and Kaweco Pen Gift Set,The Classic Notebook & Kaweco Pen Set makes the perfect gift for all the scribblers and scribes in your life. Kaweco is an historic German company that has been producing quality pens since 1883 with a distinctive design. The Moleskine x Kaweco refillable pen features a .7mm rollerball tip. This gift set includes one Hard Cover Ruled Pocket Notebook and one Moleskine x Kaweco Rollerball Pen packaged in a two-piece Moleskine gift box. Gift box dimensions: 6.625L 7.625H 0.875W,,,,,8,24,76.72,P,25,49,65.8,Q,50,99,53.02,S,100,200,50.98,S
GEM,101799-001,Moleskine® Medium Notebook and Kaweco Pen Gift Set Black,Black,,0,,,,,,,,,,,,,,,,,,,,
GEM,101799-100,Moleskine® Medium Notebook and Kaweco Pen Gift Set White,White,,0,,,,,,,,,,,,,,,,,,,,
GEM,101799-413,Moleskine® Medium Notebook and Kaweco Pen Gift Set Navy Blue,Navy Blue,,1108,,,,,,,,,,,,,,,,,,,,
GEM,101800,Moleskine® Large Notebook and Kaweco Pen Gift Set,The Classic Notebook & Kaweco Pen Set makes the perfect gift for all the scribblers and scribes in your life. The Moleskine x Kaweco refillable pen features a .7mm rollerball tip. Standard size high quality refill made in metal with Black Ink. This gift set includes one Hard Cover Ruled Pocket Notebook and one Moleskine x Kaweco Rollerball Pen packaged in a two-piece Moleskine gift box.,,,,,8,24,79.73,P,25,49,68.38,Q,50,99,55.1,S,100,200,52.98,S
GEM,101800-001,Moleskine® Large Notebook and Kaweco Pen Gift Set Black,Black,,3222,,,,,,,,,,,,,,,,,,,,
GEM,101800-028,Moleskine® Large Notebook and Kaweco Pen Gift Set Slate Grey,Slate Grey,,3222,,,,,,,,,,,,,,,,,,,,
GEM,101800-100,Moleskine® Large Notebook and Kaweco Pen Gift Set White,White,,3222,,,,,,,,,,,,,,,,,,,,
GEM,101800-413,Moleskine® Large Notebook and Kaweco Pen Gift Set Navy Blue,Navy Blue,,3222,,,,,,,,,,,,,,,,,,,,
GEM,101801,Samsonite Tote-A-Ton Duffel Bag,"You will be amazed at how much can be carried in it, but unlike a trunk, it weighs next to nothing. Weighs only 1 lbs. when empty and has over 6,400 cubic inches of packing space. Constructed of ultra-light weight material. Easy to access exterior pocket. Collapsible for easy storage.",,,,,8,24,75.22,P,25,49,64.51,Q,50,99,51.98,S,100,200,49.98,S
GEM,101801-001,Samsonite Tote-A-Ton Duffel Bag Black,Black,,406,,,,,,,,,,,,,,,,,,,,
GEM,101807,Bake Someone Happy Gift Set,"Weekends were made for baking! This DIY gift is a welcoming gesture for so many reasons and it's season-less. A lovely corporate program gift, or a one size fits all gift for realtors, a fun way to say thank you, celebrate a milestone or perhaps just to acknowledge one of our most rewarding hobbies - Baking! The results are always so yummy!",,,,,8,24,120.72,P,25,49,106.55,Q,50,99,87.53,S,100,200,84.98,S
GEM,101807-781,Bake Someone Happy Gift Set Niagara,Niagara,,136,,,,,,,,,,,,,,,,,,,,
GEM,101808,Brownie Break Gift Set,"This DIY gift is a welcoming gesture for so many reasons and it's season-less. A lovely corporate program gift, or how about a one size fits all gift for realtors, a fun way to say thank you, celebrate a milestone or perhaps just to acknowledge one of our most rewarding hobbies - Baking! The results are always so yummy!",,,,,8,24,106.52,P,25,49,94.02,Q,50,99,77.23,S,100,200,74.98,S
GEM,101808-170,Brownie Break Gift Set Orion Charcoal,Orion Charcoal,,159,,,,,,,,,,,,,,,,,,,,
GEM,101810,Moleskine® Hard Cover Large 12-Month Weekly 2024 Planner and GO Pen Gift Set,The 2024 Planner & GO Pen Set has all the tools you need to stay organized,,,,,12,24,57.16,P,25,49,49.02,Q,50,99,39.5,S,100,200,37.98,S
GEM,101810-001,Moleskine® Hard Cover Large 12-Month Weekly 2024 Planner and GO Pen Gift Set Black,Black,,828,,,,,,,,,,,,,,,,,,,,
