Supplier Code,Product ID #,Product Name,Product Description,Imprint Size,Color Name,Color Value,Inventory Level,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code,Quantity Min,Quantity Max,Price,Discount Code
Hub,101,Aeropure Stylus Pen,"For the ultimate promo pen package, look no further. The Aeropure features a
citrus-scented antibacterial sanitizer spray with 62% alcohol and functional
stylus to allow you to operate touch screens hands-free and clean your hands
when you must touch a surface. With a large imprint space front and center, your
brand is sure to stand out. Pen is operated by a twist-action retraction and
comes through the stylus tip when extended.
Hub,583PINK/PINK,Pink with Pink Ink,Pink with Pink Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,583SKY/SKY,Sky blue with Sky Blue Ink,Sky blue with Sky Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,585,"MaxGlide Click™ Metallic Stylus Pen (Pat #D712,479)","Patented hybrid ink and unique black rubber grip combine for maximum writing
enjoyment! Metallic barrels and metal clip. Handy stylus tip designed for
increased connectivity with high tech devices. Comes with black patented
MaxGlide hybrid ink. Patent number D712,479.
Patent: US Pat. 8,847,930 & 9,092,077
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.63"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=585/]
Standard Packaging: Bulk
Tags: popular, plastic, tech, accessory, phone, tablet, tradeshow, trade, show,
desk, office, advertisement, college, grade, writing, merchandise, study, high
school, university, home",,,,,250,499,1.21,A,500,999,1.11,A,1000,4999,1.07,A,5000,10000,1,A
Hub,585BLK/BLK,Metallic Black with Black Ink,Metallic Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,585BLUE/BLK,Indio Blue with Black Ink,Indio Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,585GRN/BLK,Emerald Green with Black Ink,Emerald Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,585RED/BLK,Garnet Red with Black Ink,Garnet Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,586,MaxGlide Click™ Chrome Pen,"Patented hybrid ink and unique basket weave textured rubber grip combine for
maximum writing enjoyment! Brushed silver barrel with vivid trim and metal clip.
Your choice of blue or black MaxGlide hybrid ink, or black anti-fraud ink. (Blue
hybrid ink default.)
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.63"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=586/]
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,1.04,A,500,999,0.98,A,1000,4999,0.89,A,5000,10000,0.84,A
Hub,586BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,586BLK/BLUE,Black with Blue Ink (Default),Black with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,586BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,586BLUE/BLUE,Blue with Blue Ink (Default),Blue with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,586GRN/BLK,Green with Black Ink,Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,586GRN/BLUE,Green with Blue Ink (Default),Green with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,586RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,586RED/BLUE,Red with Blue Ink (Default),Red with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,587,"MaxGlide Click™ Corporate Pen (Pat #D709,950)","Patented hybrid ink and unique rubber comfort grip combine for maximum writing
enjoyment! Translucent black barrels with corporate colored trim and metal clip.
Your choice of blue or black MaxGlide hybrid ink, or black anti-fraud ink. (Blue
hybrid ink default.)
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.63"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=587/]
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.89,A,500,999,0.84,A,1000,4999,0.77,A,5000,10000,0.71,A
Hub,587BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,587BLK/BLUE,Black with Blue Ink,Black with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,587DKBLUE/BLK,Dark Blue with Black Ink,Dark Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,587DKBLUE/BLUE,Dark Blue with Blue Ink,Dark Blue with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,587DKGRN/BLK,Dark Green with Black Ink,Dark Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,587DKGRN/BLUE,Dark Green with Blue Ink,Dark Green with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,587GRAY/BLK,Light Gray with Black Ink,Light Gray with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,587GRAY/BLUE,Light Gray with Blue Ink,Light Gray with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,587RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,587RED/BLUE,Red with Blue Ink,Red with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,588,"MaxGlide Click™ Tropical Pen (Pat #D709,950)","Patented hybrid ink and unique rubber comfort grip combine for maximum writing
enjoyment! Translucent black barrels with vibrant tropical colored trim and
metal clip. Your choice of blue or black MaxGlide hybrid ink, or black
anti-fraud ink. (Blue hybrid ink default.)
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location
All Available Decoration Options:
Silk Screen: 1.63"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=588/]
Standard Packaging: Bulk
Tags: plastic, cost effective, popular, pen, tradeshow, trade, show, desk,
office, advertisement, college, grade, writing, merchandise, study, high school,
university, essay, list, home",,,,,250,499,0.89,A,500,999,0.84,A,1000,4999,0.77,A,5000,10000,0.71,A
Hub,588GRN/BLK,Lime Green with Black Ink,Lime Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,588GRN/BLUE,Lime Green with Blue Ink,Lime Green with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,588ORA/BLK,Citrus Orange with Black Ink,Citrus Orange with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,588ORA/BLUE,Citrus Orange with Blue Ink,Citrus Orange with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,588PINK/BLK,Hot Pink with Black Ink,Hot Pink with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,588PINK/BLUE,Hot Pink with Blue Ink,Hot Pink with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,588SKY/BLK,Sky Blue with Black Ink,Sky Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,588SKY/BLUE,Sky Blue with Blue Ink,Sky Blue with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,588YEL/BLK,Lemon Yellow with Black Ink,Lemon Yellow with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,588YEL/BLUE,Lemon Yellow with Blue Ink,Lemon Yellow with Blue Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,595,Geode Illuminated Stylus Pen,"Highlight your logo with a dazzling geode effect. Colorful crystals light up
with a press of the stylus. Ergonomic shape and ribbed grip for writing comfort.
Strong twist retraction.
Material: Plastic
Standard Decoration Includes: 1 Color, 1 Location, Black imprint on White pen,
White or Silver imprint on colored pens
All Available Decoration Options:
Silk Screen: 1.13"" W x 0.5"" H Barrel
Tip Type: Ballpoint
Mechanism: Twist
Tags: popular, plastic, tech, accessory, phone, tablet, tradeshow, trade, show,
desk, office, advertisement, college, grade, writing, merchandise, study, high
school, university, home",,,,,100,499,2.52,A,500,999,2.4,A,1000,4999,2.32,A,5000,10000,2.22,A
Hub,595BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,595ORA/BLK,Orange with Black Ink,Orange with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,595RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,595WHT/BLK,White with Black Ink,White with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,601,Javalina® Glow Stylus Pen,"This super-sized Javalina lights up your logo from within with an illuminated
laser engraved imprint. A brushed silver finish pops against metallic brights
and colorful light up accents. A jumbo hourglass shape and ribbed rubber grip
for super comfortable writing. Stylus designed for increased connectivity with
all touch screen devices.
Material: Plastic
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2"" W x 0.25"" H Barrel
: 2"" W x 0.38"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=601/]
Standard Packaging: Bulk
Tags: popular, plastic, glow, accessory, multi-function, multi, light, dark,
tradeshow, trade, show, desk, office, advertisement, college, grade, writing,
merchandise, study, high school",,,,,100,499,2.38,A,500,999,2.32,A,1000,4999,2.24,A,5000,10000,2.16,A
Hub,601BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,601GRN/BLK,Lime Green with Black Ink,Lime Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,601PINK/BLK,Pink with Black Ink,Pink with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,601RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,610P,Knight Photo Dome Pen,"Twist retractable executive pen in deep corporate colors with 24 Karat
gold-plated accents and full color photo dome. Highest quality jumbo black ink
cartridge.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.25"" W x 0.25"" H Cap
Photodome: 1.5"" W x 0.25"" H Barrel
Revolution Engraving: 1.25"" W x 0.5"" H Cap
Revolution Engraving: 1.5"" W x 0.5"" H Hub Revolution (Barrel)
: 0.38"" Photodome
Straight Line Copy: 25 characters barrel or 20 characters cap
Tip Type: Ballpoint
Mechanism: Twist
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,50,99,9,A,100,499,8.63,A,500,999,8.39,A,1000,2000,7.77,A
Hub,610PBLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,610PBLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,610S,Knight Solid Pen,"Twist retractable executive pen in deep corporate colors with 24 Karat
gold-plated accents. Highest quality jumbo black ink cartridge.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.25"" W x 0.25"" H Cap
: 1.5"" W x 0.25"" H Barrel
Revolution Engraving: 1.25"" W x 0.5"" H Cap
Revolution Engraving: 1.5"" W x 0.5"" H Hub Revolution (Barrel)
Straight Line Copy: 25 characters barrel or 20 characters cap
Tip Type: Ballpoint
Mechanism: Twist
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,50,99,7.05,A,100,499,6.71,A,500,999,6.46,A,1000,2000,5.87,A
Hub,610BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,610BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,621,Legend Pen,"High gloss enamel and 24 Karat gold-plated accents, contemporary twist
retractable ballpoint pen. Ergonomic rubber grip and supersmooth black ink for
writing enjoyment. Cambridge Collection lifetime guarantee.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 2.25"" W x 0.25"" H Barrel
Revolution Engraving: 1.75"" W x 0.38"" H Barrel
Tip Type: Ballpoint
Mechanism: Twist
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=621/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,50,99,4.15,A,100,249,3.9,A,250,499,3.66,A,500,999,3.41,A,1000,2000,3.17,A
Hub,621BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,621BLUE/BLK,Blue with Black Ink,Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,621BURG/BLK,Cinnamon with Black Ink,Cinnamon with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,624,Vienna Snow Pen,"Bright flashes of color enhance the grip of this sleek, European styled pen.
With a crisp snow-white matte barrel and classic color teardrop grips, it is a
pen designed with writing comfort and style in mind. With black anti-fraud ink,
you know your signature is secure, making this the best go-to pen in your
arsenal.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.75"" W x 0.25"" H Barrel
Laser Engraved: 1.75"" W x 0.25"" H Second side
Revolution Engraving: 1.75"" W x 0.88"" H Barrel
Full Color: 2"" W x 0.25"" H Barrel
Straight Line Copy: 2 lines of 30 characters at 8pt
Tip Type: Ball Point
Mechanism: Click Extend
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=624/]
Standard Packaging: Bulk, Individually Celloed
Tags: popular, metal, tech, accessory, phone, tablet, gift, desk, office,
executive, advertisement, college, grade, writing, merchandise, study, high
school, pen, essay, list",,,,,100,499,2.2,A,500,999,2.1,A,1000,4999,2.02,A,5000,10000,1.92,A
Hub,624BLK/BLK,Black,Black,,0,,,,,,,,,,,,,,,,,,,,
Hub,624BLUE/BLK,Blue,Blue,,0,,,,,,,,,,,,,,,,,,,,
Hub,624GRN/BLK,Green with Black Ink,Green with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,624RED/BLK,Red with Black Ink,Red with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,624WHI/BLK,White,White,,0,,,,,,,,,,,,,,,,,,,,
Hub,627,Vienna™ Comfort Pen,"This Vienna Executive Pen upgrade features the latest in writing enjoyment. A
rubberized finish for added comfort no matter where you grip, teardrop grippers,
and smooth writing black ink add to the truly tactile writing experience. The
engraved silver imprint and shining trim contrast boldly with matte colored
finish. An economical price and anti-fraud ink make this a perfect pen for many
fields.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.75"" W x 0.25"" H Barrel
Expanded Engraving: 1.75"" W x 0.38"" H Barrel
Full Color: 2"" W x 0.25"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=627/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,100,499,2.51,A,500,999,2.36,A,1000,4999,2.19,A,5000,10000,1.97,A
Hub,627BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,627NAVYBLUE/BLK,Navy Blue with Black Ink,Navy Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,627RED/BLK,Burgundy with Black Ink,Burgundy with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,627SLA/BLK,Slate with Black Ink,Slate with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628,Vienna™ Pen,"Sleek European styling in high gloss, high fashion colors complemented by
shining silver trim and raised teardrop grippers. Your choice of blue (default)
or black writing ink. Black ink is anti-fraud.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.75"" W x 0.25"" H Barrel
Revolution Engraving: 1.75"" W x 0.88"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=628/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,100,499,2.43,A,500,999,2.32,A,1000,4999,2.13,A,5000,10000,1.92,A
Hub,628BLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628BLK/BLUE,Black with Blue Ink (Default),Black with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,628CHA/BLK,Champagne with Black Ink,Champagne with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628CHA/BLUE,Champagne with Blue Ink (Default),Champagne with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,628LTBLUE/BLK,Light Blue with Black Ink,Light Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628LTBLUE/BLUE,Light Blue with Blue Ink (Default),Light Blue with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,628NAVY/BLUE,Navy Blue with Blue Ink (Default),Navy Blue with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,628NAVYBLUE/BLK,Navy Blue with Black Ink,Navy Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628RED/BLK,Cinnamon with Black Ink,Cinnamon with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628RED/BLUE,Cinnamon with Blue Ink (Default),Cinnamon with Blue Ink (Default),,0,,,,,,,,,,,,,,,,,,,,
Hub,628PC,Vienna Pencil,"Sleek European styling in high gloss, high fashion colors complemented by
shining silver trim and raised teardrop grippers. Top quality .7 mm lead and
hidden eraser under click button.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.75"" W x 0.25"" H Barrel
Revolution Engraving: 1.75"" W x 0.88"" H Barrel
Tip Type: Graphite
Mechanism: Click Extend
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,100,499,2.58,A,500,999,2.36,A,1000,4999,2.19,A,5000,10000,2.11,A
Hub,628PCBLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,1504,Navy Blue with Black Ink,Navy Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628PCBLUE,Light Blue with Black Ink,Light Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628PCCHA,Champagne with Black Ink,Champagne with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628PCRED,Cinnamon with Black Ink,Cinnamon with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628SET,Vienna Set Pen,"Beautifully styled with a raised rubber grip for writing ease, our Vienna
writing instruments now come in 5 eye catching colors . The Vienna Pen/Pencil
set includes a ballpoint pen in black ink only, an 0.7mm lead mechanical pencil
and comes in a deluxe 2 piece gift box.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.75"" W x 0.25"" H Barrel
: 1.75"" W x 0.88"" H Hub Revolution (Barrel)
Tip Type: Ballpoint/Mechanical Pencil
Mechanism: Push Retractable
Standard Packaging: Deluxe Two-Piece Gift Box
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,100,499,7.02,A,500,999,6.58,A,1000,4999,6.33,A,5000,10000,6.08,A
Hub,628SETBLK/BLK,Black with Black Ink,Black with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628SETNAVY/BLK,Navy Blue with Black Ink,Navy Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628SETBLUE/BLK,Light Blue with Black Ink,Light Blue with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628SETCHA/BLK,Champagne with Black Ink,Champagne with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,628SETRED/BLK,Cinnamon with Black Ink,Cinnamon with Black Ink,,0,,,,,,,,,,,,,,,,,,,,
Hub,629,Vienna™ Rhine Pen,"Sleek European styling in brushed soft colors, reminiscent of Rhine country.
Shining silver trim and black raised teardrop grippers add stlyle and comfort.
Your choice of blue (default) or black writing ink. Black ink is anti-fraud.
Material: Metal
Standard Decoration Includes: Lasered, 1 Location
All Available Decoration Options:
Laser Engraved: 1.75"" W x 0.25"" H Barrel
Revolution Engraving: 1.75"" W x 0.88"" H Barrel
Tip Type: Ballpoint
Mechanism: Push Retractable
Click Here For Virtual Proofing Tool [https://www.hpgspectra.com/?item=629/]
Standard Packaging: Individually Cellophaned
Tags: popular, metal, gift, desk, office, executive, advertisement, college,
grade, writing, merchandise, study, high school, university, essay, list, home,
pen, classic, trade show",,,,,100,499,2.43,A,500,999,2.32,A,1000,4999,2.13,A,5000,10000,1.92,A
